business_id,name,categories,avg_stars
iXA3bCGD4HNhx81UC8CEhw,Greens To Go,"Salad, Restaurants, Food, Food Court",3.5
tv-WIUQifcp5J9pUKoiE3Q,Dragon Grille,"Food, Restaurants, Asian Fusion, Food Trucks",4.0
YuhAHVsstmDENWuZM30tMA,I Am Thai Cuisine,"Thai, Restaurants, Food",4.5
ALaBtHzn3ekGDJQoCoQgOg,Onion Steak Sub,"Burgers, Steakhouses, Breakfast & Brunch, Sandwiches, Delis, Cheesesteaks, Restaurants",4.0
hRQS8y-uG2kc8miWVYiLuQ,Golden Steer Steakhouse,"Restaurants, Steakhouses",4.0
AS5SU_cEwM-IqmkF7USdQg,JaiHo Restaurant,"Asian Fusion, Restaurants",3.0
POIowl4F1ZiHdKLnx__ulw,Chipotle Mexican Grill,"Restaurants, Mexican, Fast Food",3.5
TSNvD7vyrknurZ8H05iyVQ,Port of Subs,"Restaurants, Delis, Sandwiches",2.5
JSUmoa3hFNfoDYLbYNNLOQ,El Nopal Mexican Grill,"Seafood, Mexican, Breakfast & Brunch, Restaurants, American (Traditional)",3.5
JS24kvJ0I5fWWEuplEiZjg,Morettis Eatery,"Pizza, Restaurants, Italian",4.0
Us0VHOegBKE6L4k-xEVxxg,Buldogis Unleashed Food Truck,"Food Trucks, Korean, Food, Restaurants, Hot Dogs",4.0
6bDpJirSVqt-NXz04vJ8ug,Burger Palace,"Burgers, Restaurants",2.5
hzZjYhV25DuehpK1-pak1g,Pampas,"Brazilian, Restaurants",4.5
VSmpIQJQTwJloxiIRG9UWg,Thai Bistro,"Thai, Restaurants",4.0
XpB1GKENtgaaO4KoV-uswQ,Port of Subs,"Sandwiches, Restaurants",3.0
x-HiCsQUNdtbghzW4_ra2Q,Taco Bell,"Tex-Mex, Fast Food, Mexican, Restaurants",2.5
bpRo8L8dkhgbJhdIKa9mwA,STK Las Vegas,"Bars, Nightlife, American (New), Restaurants, Steakhouses, Cocktail Bars",4.0
_8yxceldCT7oe0wJC-yDPA,Benjarong Authentic Thai Cuisine,"Thai, Restaurants",3.5
54LYVM1gCGQ2UVFK9QhgTw,The Flame Broiler,"Korean, Restaurants, Fast Food, Vegetarian, Asian Fusion",4.5
Q2pyp7Nb3cD4Br2BOnxUDA,Greek Delights,"Food Trucks, Pizza, Restaurants, Greek, Food, Mediterranean",4.0
BoiAZQB9AHRvazM055GFOw,Paradise India,"Restaurants, Indian",4.5
1UdRVfBlE3unETOu7BDCvw,Nagoya Japanese Restaurant & Korean BBQ,"Sushi Bars, Korean, Restaurants, Japanese",3.0
9dz6ZYUDCqtD67LSPTLApQ,McDonald's,"Fast Food, Restaurants, Coffee & Tea, Food, Burgers",2.5
DCKAhcwBwJQrrjmEunh9lg,Del Taco,"Mexican, Fast Food, Restaurants",2.5
rOdbLPm_u_7jWM_GDxquEg,Chinese Gourmet Express,"Restaurants, Chinese",2.5
LsfKW67Qe_0bU4krXEkOAA,McDonald's,"Coffee & Tea, Restaurants, Food, Burgers, Fast Food",1.5
eWcyXTiaexrkvCc3vlFWKA,Carl's Jr,"Fast Food, Restaurants",2.0
wtcMoqKiaxkFPZj0BC9jlw,Yum Yum BBQ,"Sushi Bars, Restaurants, Japanese, Korean, Hawaiian",4.0
aMZzd9RrRyhpuUJycefotA,Norm's Diner,"American (New), Diners, Breakfast & Brunch, Restaurants",4.5
bjllusUsLq9zE4yZnLpOzg,Shawarma Plus,"Greek, Lebanese, Middle Eastern, Mediterranean, Vegetarian, Vegan, Restaurants",4.0
yJdFEd5AlF1mXKXApDkGXg,Angie's Corner Cafe,"Comfort Food, Restaurants, Breakfast & Brunch, Southern",4.0
jaqQNaCH-xtdr6uH0MFnWw,Kapuna Cafe,"Breakfast & Brunch, Asian Fusion, Hawaiian, Restaurants",4.5
jNhxnj9j_spThcSzJMaeTw,Kan's Kitchen,"Restaurants, Chinese",3.5
prHnRsgY-PuM7vxe8-RwEA,Ho Ho Ho Chinese,"Chinese, Restaurants",2.0
uW6UHfONAmm8QttPkbMewQ,Island Flavor,"Caterers, Event Planning & Services, Hawaiian, Restaurants",4.5
bKbYRUZKDYonSPOjzchJJg,Veggie Delight,"Vegetarian, Restaurants, Vegan",4.0
mAIPUQPJiWXudRbOaBX33g,Popeyes Louisiana Kitchen,"Fast Food, Restaurants, Chicken Wings",2.0
UGiMMw54qYxac0eE_cBbaA,Sammy's Beach Bar & Grill,"Nightlife, Mexican, Restaurants, American (New), Sports Bars, Bars",2.5
dJp6YuFJRCVHtM7SuY_mMA,Love Thai Cuisine,"Thai, Restaurants",3.5
eQF5Pjd52vmKsMfRvI1Cyg,Rain Rose Restaurant,"Restaurants, Modern European, Mediterranean, Russian",5.0
6bgjcFOy4WHMyw62_1V9Pw,Panera Bread,"Salad, Breakfast & Brunch, Sandwiches, Food, Soup, Restaurants, Bagels",3.5
PBZyumZ_0vSijc2zODdqgQ,Bowl Tique Avenue,"Salad, Asian Fusion, Restaurants, Korean, Noodles",4.5
iX2c4IzH_L5F6FM5GD3SUQ,Tasty Crepes,"Juice Bars & Smoothies, Restaurants, Desserts, Creperies, Ice Cream & Frozen Yogurt, Food",5.0
RodA_gxhr2Mj-pyQAL2RAQ,Salute Trattoria Italiana,"Bars, Italian, Nightlife, Wine Bars, Restaurants",3.5
5id6Wu6n07N2lIklMAorEw,McDonalds,"Restaurants, Burgers, Fast Food",3.0
7xEgy2btCKLdTe1vD14ABw,Johnny Rockets,"Burgers, Restaurants, Diners, American (Traditional), Sandwiches",3.0
7Xw_vv-ekUL2sTqipnKT0g,Buffalo Wild Wings,"Nightlife, Restaurants, Chicken Wings, Bars, Barbeque, Sports Bars, American (Traditional)",2.5
eqRYda9F_4ziinRW-N6ixw,Roberto's Taco Shop,"Fast Food, Mexican, Restaurants",2.5
nK7JeIqdBli3umEhBIh33g,Lucio Ristorante,"Italian, Restaurants",4.0
uXzYH9ywBhZ0WwfStrCWNQ,Jersey Mike's Subs,"Sandwiches, Delis, Fast Food, Restaurants",4.5
huOCKRwDvNqGX3KSzYawbw,Cafe Gelato,"Ice Cream & Frozen Yogurt, Desserts, Coffeeshops, Coffee & Tea, Cafes, Food, Gelato, Restaurants, Nightlife",4.0
8yiLVWzJyyTEhYE0fVNvlA,Il Mulino New York,"Restaurants, Italian",4.0
CVKOPzBVOj3_apFUmZ9ZWw,Gordon Ramsay Fish & Chips,"Comfort Food, Restaurants, Fish & Chips, Seafood",4.0
f9sU31meK0bqAD7922sCog,Sage,"Mediterranean, American (New), Restaurants",4.0
dtJYPbWv0cli924MqKRNUw,Divine Events,"Wedding Planning, Event Planning & Services, Party & Event Planning, Restaurants, Caterers, Cafes",5.0
-iBk1_3M_efQtY6Bcygp5w,Viva Salsa,"Restaurants, Mexican",4.5
5VeKrLlQdJjMmKGwBBvMmw,Yanni's Gyros,"Restaurants, Middle Eastern, Greek",4.0
kzwiQ54fopeTgGEIkgJ2dQ,Pt's Gold,"Nightlife, Bars, Restaurants, American (Traditional), Pubs, Breakfast & Brunch, Sports Bars, American (New)",3.5
irDgKDkvrma1jFN_mRgQ_g,True Island BBQ,"Barbeque, Restaurants",4.0
lsGIcUOadXjaRtKFNtrq8Q,El Pollo Loco,"Fast Food, Restaurants, Mexican",2.5
IIHpQVCSUmgywdX2cFScHA,Sushi Moto,"Restaurants, Japanese, Sushi Bars, Buffets",3.5
vjFZt8Rt3A3kY7yWh3qmgg,The Oyster Bar,"Nightlife, Music Venues, Cajun/Creole, Arts & Entertainment, Restaurants, Desserts, Seafood, Food, Bars, Live/Raw Food",3.5
4l1cmNrXBOLVUJR29MDp3A,Subway,"Sandwiches, Restaurants, Fast Food",2.5
YPCbxsAPYOo3kRMbhfxFzw,Subway,"Sandwiches, Fast Food, Restaurants",2.5
83C5ysOCnmNGB_fDsVdr9Q,Brothers Italian Bistro,"Burgers, Restaurants, Pizza, Italian",2.5
gV9qWwd4eU8GffyuvQ4hwg,Young's Hawaiian Style Kitchen,"Hawaiian, Korean, Fast Food, Restaurants, Barbeque, Sushi Bars",4.0
jXL1Mfygf36id0hJytcsqg,Pizza Hut,"Chicken Wings, Pizza, Restaurants",2.0
0Yeb_P24sj6MwG2qmuehkA,Till's Bar,"Arts & Entertainment, Restaurants, Nightlife, Bars, Sports Bars, Casinos, American (Traditional), Karaoke",4.5
EhdkogSUSDLx5JufCAtm8A,Yellowfin Sushi & Grill,"Seafood, Japanese, Restaurants, Sushi Bars",5.0
qParPpAesanzrvjhFV0PdQ,Long John Silver's,"Fast Food, Restaurants, Seafood",2.5
hIUKufhwR6Ifn7bi0-phLA,Baguette Cafe,"Sandwiches, Restaurants, Delis, Food, Breakfast & Brunch, French, Coffee & Tea, Cafes, Vegan",4.5
BNubIia7rJAqSRxioUZGxg,Lao Thai Kitchen,"Restaurants, Thai",4.0
A9cpN5TtYvJcB25pjLxkpQ,Subway,"Sandwiches, Soup, Fast Food, Restaurants",4.0
bFvtf5LD-yaH7Z3RQcH7FA,Domino's Pizza,"Pizza, Restaurants",4.5
_cBlppMDZYXS-Bjj4l9qtw,El Buen Gusto,"Restaurants, Mexican, Salvadoran, Latin American",3.0
S3gVMHlrQoJPzM984vCeBg,Aware Coffee & Tea Lounge,"Tea Rooms, Restaurants, Food, Cafes, Coffee & Tea",4.5
2SfSzEd3B7WimeZac23zhg,Leoné Café,"Cafes, Restaurants, Coffee & Tea, Food, Breakfast & Brunch, Italian",4.0
YMc2n7R4_6N0PIHIfUJqPg,Domino's Pizza,"Pizza, Chicken Wings, Restaurants, Sandwiches",3.5
yYkvonvBGZB6UMnpzr6Ryw,Burger King,"Restaurants, Burgers, Fast Food",2.0
wXnVKTuKZaAZFwKanUXqBQ,I Luv Cotton Candy,"Caterers, Restaurants, Food Stands, Event Planning & Services, Candy Stores, Food Trucks, Specialty Food, Food",2.0
FIhNVl-AFxrjb1-puoFF_Q,Macayo Vegas,"Restaurants, Mexican",3.5
zttcrQP4MxNS5X5itzStXg,Da Pineapple Express,"Restaurants, Food, Food Trucks, Filipino, Hawaiian",4.0
H8umkLwMkM0vP5B8oPiozQ,Sundance Grill,"American (Traditional), Restaurants",3.0
ANSdwcG2_tH5iHdOpokVpQ,El Taquito Restaurant,"Restaurants, Mexican",3.0
igU-mCXzyn-gmwSzJgeMEQ,The Pizza Kitchen,"Italian, Restaurants, Pizza",4.5
w0ArxcJ0XsyK1ZwrIf3gpA,Four Sevens Sports Bar & Restaurant,"Chinese, Sports Bars, Nightlife, Restaurants, Bars",4.0
OOWSVT7NL2BlGuQyzHlvCw,Arisra Thai Seafood & Steaks,"Restaurants, Shopping, Thai, Seafood",4.0
y0x795PyDX8JL_oyIaTUiQ,Blueberry Hill Family Restaurant,"Diners, Breakfast & Brunch, Restaurants, American (Traditional)",3.5
aolTlQzu7fMOGtiiEYiX2w,Thai Express @ Sahara,"Thai, Restaurants",3.5
9cw870n3gsGikVoOT5YOYg,Pier 215,"Seafood, Restaurants, Sushi Bars, Asian Fusion, American (New), American (Traditional), Japanese",4.5
mS8ZyLZjYhB42ts9_8j3vg,O'aces Bar & Grill,"Nightlife, Restaurants",1.5
gdb4gmSI5eJcuXLZ3BfgtA,Jacky Chan,"Thai, Chinese, Restaurants",3.0
3cg4pKBL8DTFXCtZ5y9V4g,Johnny Smalls,"Restaurants, American (New)",3.5
VIxWlFefTnFQPkAvDNURjg,Pizza Hut,"Restaurants, Pizza",2.0
939j88ceB05Te3D7kQPwSA,VooDoo Rooftop Nightclub & Lounge,"Nightlife, Restaurants, Dance Clubs, Bars, Lounges, Steakhouses",3.5
xvfAxe6F0azYjfLSm8ISMA,Don Vito's Italian,"Italian, Restaurants",3.5
Yn-8zix5_blucvZo3G8kPw,New Day Cafe,"American (New), Breakfast & Brunch, Burgers, American (Traditional), Restaurants",3.5
kXxSkjIByGp4X6-FIO8_Qw,The Diner at LVM Resort,"Diners, Breakfast & Brunch, American (Traditional), Restaurants",4.5
HsEStDB_LB6x0LuXQ6LP4A,Khoury's Mediterranean Restaurant,"Sandwiches, Greek, Lebanese, Mediterranean, Restaurants, Middle Eastern",4.0
jXyy2Vc-Dgp7QguQJSfnXw,Lazeez,"Mediterranean, Halal, Restaurants, Indian",4.0
ot1sUqbDrXEd8BELJZw6IA,JC Cuisine,"Chinese, Restaurants, Sushi Bars",3.0
hU7z5Jtl57RIODS0hPg9Ug,Apache Taco Shop,"Food, Restaurants, Breakfast & Brunch, Desserts, Tacos, Mexican",4.0
Z3y47L3EY-axAEVbwmXZaA,Thrifty Ice Cream,"American (New), Ice Cream & Frozen Yogurt, Food, Restaurants",3.5
Dcu698L9WArPRc9mAYrAzA,Sushi Hagi,"Restaurants, Sushi Bars",4.5
OHWebQuqI-AbB00zpLnWDg,Southern Style,"Restaurants, Seafood, Soul Food, Southern",3.5
Cy8XYYDrZ5wd3Bq-toXMsg,Hachi,"Tapas/Small Plates, Restaurants, Japanese",4.5
Ey1iEY8yAQG5MEBZPQ_niQ,Fremont Hotel & Casino,"Event Planning & Services, Hotels & Travel, Arts & Entertainment, Restaurants, Casinos, Hotels",3.0
rwfZVEomWWGb-1wrvCpRuQ,Denny's,"Breakfast & Brunch, American (Traditional), Diners, Restaurants",2.5
VYNriOotbFZ7Qj_6jwUB5g,Sergio's Italian Gardens,"Restaurants, Italian, Venues & Event Spaces, Event Planning & Services, Caterers",4.0
6Wvn57wjSrVX7gJM37CIZw,Wichcraft,"Restaurants, Sandwiches",3.0
oaap_zKAxkrlTBwF3onmXw,La Salsa,"Mexican, Restaurants",3.0
ZibmYdOPKLlqDM9oR6xzOA,Bachi Burger,"Asian Fusion, Burgers, Restaurants, Bars, Nightlife, Wine Bars, American (New)",4.0
ac3laXcJnclYZAO65XAcmA,Black Bear Diner,"Breakfast & Brunch, Diners, American (Traditional), Burgers, Restaurants",4.0
zMDYrtWiQjR5odg-6Gf6kQ,Cafelatte,"Coffee & Tea, Restaurants, Food, Sandwiches, Breakfast & Brunch",3.5
kYvZZ_aKaKLQKeyms74T2Q,Lindo Michoacan,"Mexican, Restaurants",3.5
yp2nRId4v-bDtrYl5A3F-g,Nittaya's Secret Kitchen,"Restaurants, Thai",4.5
zesysZuscMHxBl9uIQXIIw,Taqueria El Tizon Grill,"Restaurants, Mexican",2.5
zI-CqEm-qmkTY3WdhPlXgQ,Pho Rancho,"Chinese, Asian Fusion, Noodles, Restaurants, Vietnamese, Soup",3.5
HpKcIWjcq3osQ13pBF0RXw,Home Team Sports,"Nightlife, Sports Bars, Bars, Sandwiches, Restaurants",2.0
rbWL5eZCaHLqhpLd84xwUg,El Cachi Mexican Kitchen,"Seafood, Sushi Bars, Restaurants, Mexican",5.0
pgSnP1h1Hg7O4nEGfxVHZw,Mi Tierra Mexican Restaurant,"Restaurants, Mexican",4.0
L-zHt7gZITG1z8l7TZ4dUg,Sugar & Ice,"Food, Ice Cream & Frozen Yogurt, Sandwiches, Restaurants",3.5
39rjgt5MpEACNzyFnUmyaQ,Bella Panini,"Restaurants, Sandwiches",4.0
ujKxpaUmTUVpGRBFSvZfbg,Bradley Ogden,"Restaurants, American (New)",4.0
_K2_Yf_ltfhuJ2JGCOs85g,S7 Buffet,"Buffets, Restaurants",2.5
lmNpuLiA6Jtn3lL2Ec43Qw,Playas De Cancun,"Restaurants, Burgers, Mexican",3.5
Mk_NJdCypVpNe6yGgymkbw,Pios Pios Ice Cream Shop,"Desserts, Latin American, Gelato, Restaurants, Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Food",4.5
HusY0jtxYpF9lGUJ92-xDQ,Teriyaki Brother,"Chinese, Restaurants, Fast Food",4.5
fBdZXMF0QyhehC_fri4JZg,Charlie's Down Under,"American (Traditional), Restaurants, Sports Bars, Bars, Nightlife",4.0
q7iF6omNtpaeBXZscLuBxQ,Vega's Cafe,"Mexican, Restaurants, Breakfast & Brunch",4.0
XarMlmD4QuRgGdoYoKRRSQ,Joe Philly's Pizza,"Pizza, Food, Restaurants, Sandwiches, Italian, American (Traditional)",3.5
iBlQvqiy5Rg2h-y9TS1yOA,Casa Del Matador,"Restaurants, Tex-Mex, Mexican",3.5
IR8AucYNTmHPxkENK9q_nw,Nha Trang Restaurant,"Restaurants, Vietnamese",4.0
SktLID5_ywSlgVE-h3NB3Q,China A GoGo,"Chinese, Restaurants",3.0
aQFXeuyxTF9xIeytWtrYKA,A&W All American Food,"Restaurants, American (Traditional)",2.0
3CxiP8n7DAL-YOOTCW2wNw,Jack in the Box,"Restaurants, Fast Food",2.5
JXdzS5ez3semEliQyhLnqw,The Dapper Doughnut,"Restaurants, Chicken Wings, Donuts, Salad, Desserts, Food",4.0
fHo_ycJ1OQ_H7DyctJhr6A,Blue Ox Central,"Restaurants, Sports Bars, Bars, American (New), Nightlife, Breakfast & Brunch",4.0
AVXw5x9Sg-jD5EVcvpxrQA,Burger King,"Restaurants, Burgers, Fast Food",2.0
L0beIaAd-rt_KymBM5sW0Q,Hungry Islander,"Hawaiian, Restaurants",2.5
i53HvxUdQEMllZ1XmpjjyA,Sicily's Pizza,"Chicken Wings, Italian, Restaurants, Pizza",2.0
1Df5WnLX3DqN6ymlhqznaQ,Roy's Restaurant,"Asian Fusion, Seafood, Hawaiian, Sushi Bars, Steakhouses, Restaurants",4.5
kblOOOjQ_36RL-r8yjse4w,Memphis Championship Barbecue,"Barbeque, Restaurants",2.0
8KEB1lcjKlIVSd6uA8JB9w,Cafe Rio,"Mexican, Cafes, Restaurants",2.5
84DjKzaR26vphu9fNI9nKg,Sierra Gold,"Beer, Wine & Spirits, Sports Bars, Nightlife, Food, Pubs, American (New), Restaurants, Bars",3.0
kiweDovyXezj-ZMpB1tlXg,Village Pub & Poker,"Restaurants, Pubs, American (Traditional), Breweries, Food, Arts & Entertainment, Bars, Casinos, Nightlife",4.0
ye62ltisuIosDq5F_6V25w,New China Buffet,"Buffets, Restaurants, Chinese",1.5
eWYpJIv1xDaNAmRTT_WjeQ,T.G.I. Friday's,"Restaurants, American (Traditional)",3.0
_-o4WsGS2yhFneiuMTNdSA,Monti's Smokehouse BBQ,"Food Trucks, Food, Southern, Street Vendors, Restaurants, Barbeque",5.0
km5aBHRss5ir_B0jvEErzQ,McFadden's Restaurant and Saloon,"Irish Pub, Nightlife, Dive Bars, Irish, Restaurants, Bars, American (New), Mediterranean, American (Traditional)",2.0
gcouHCQrswvakJ6xSEKtFQ,Chick-fil-A,"Event Planning & Services, Caterers, Fast Food, Restaurants",3.5
LlCbRAZfVkyqL21yKSyd4w,Village Pub & Poker,"Arts & Entertainment, Food, Nightlife, Bars, Pubs, Casinos, Breweries, Restaurants",3.5
oE-vW0S6wRh0YVki7_pVBA,Island Style 2,"Korean, Restaurants, Asian Fusion, Hawaiian",4.5
9km51KaQujxsSgdaG9gYSw,Paina Cafe,"Sandwiches, Hawaiian, Restaurants, Seafood, Food, Poke",4.5
THadh2gExZ0AxzcLJbJf9g,New Day Cafe,"Breakfast & Brunch, Restaurants, American (Traditional)",3.5
QmTXU7IM8RRjULQw4Kb4ig,Metro Pizza,"Restaurants, Pizza",3.5
IDex-hVAfYnVMNF8l0t_ag,Don Tortaco,"Mexican, Fast Food, Restaurants",3.5
_CgBou-sE-UW2j4otiKtlw,Baja Fresh Las Vegas,"Restaurants, Mexican",3.5
kE8hSuvO6eKtbRA1k541Jg,Firehouse Subs,"Sandwiches, Delis, Fast Food, Restaurants",3.0
i5EhA_T8_eWLr4_4DGDS5w,Pizza Hut,"Pizza, Restaurants",2.0
4oeqftAA2w9rcffOFaxFLA,El Rey De La PiñAta,"Food, Specialty Food, Event Planning & Services, Restaurants, Mexican, Candy Stores, Party Supplies",4.0
Ec9CBmL3285XkeHaNp-bSQ,District One,"Bars, Restaurants, Vietnamese, Asian Fusion, Sports Bars, Nightlife, Dive Bars, Seafood",4.0
EdIFp1tdPi1267hm3da6Nw,Ellis Island BBQ,"American (Traditional), Barbeque, Restaurants",4.0
U9nXdynQ2YR5xYx8tM3S7w,TGI Fridays,"Wine Bars, Nightlife, Bars, American (Traditional), Burgers, Restaurants, American (New)",2.5
UZsxZdWt0quvtN0cAmiVUw,Pos Paque Takos,"Food, Restaurants, Food Trucks, Mexican",5.0
2BbFeotL85cIaBjSq1SWiA,Springs Cafe by Wolfgang Puck,"American (New), Restaurants",2.5
0i9S0BejjRv0ZDwdO9XymA,Thai Seafood Ginger,"Seafood, Korean, Thai, Asian Fusion, Restaurants",4.5
l_aHtzAhgpG9h9tZdTEklg,CJ's Texas Barbeque,"Barbeque, Restaurants",3.0
YCEZLECK9IToE8Mysorbhw,Daily Kitchen Modern Eatery and Rotisserie,"Restaurants, Breakfast & Brunch, American (New)",3.5
cZf3Cosu-Aw3D3uVtY9quA,Las Gorditas,"Mexican, Restaurants",3.5
BrclERrbZrQNRyBmDGawQQ,Bruno's Pizza,"Pizza, Restaurants",4.5
VkECNTcZZ1mdN-VJltJcWA,King & I,"Thai, Restaurants, Salad, Soup",3.5
kc5JPu8lkg64yUbrheJxng,Daddy's Delights,"Restaurants, Vegetarian, Pizza, Wraps, Juice Bars & Smoothies, Italian, Food",3.0
DDW3jj5vSNO5nlR1BX5dSg,Mainland,"Asian Fusion, Restaurants",3.5
-nYB-fMXn2i_hcyQ6lY9oA,Great American Cookies,"Restaurants, Food Stands",4.0
59YbAeuiz0isJtRNKATTKw,Bacon Bar,"Bars, Nightlife, Pizza, Restaurants, Sports Bars",3.5
_bOlJfNELoVIiYGonYnPWw,Sushi House,"Sushi Bars, Japanese, Restaurants",3.5
XtE_J8DZXgjFbW1xVkqmUw,H2O Poke & Sushi Burrito,"Japanese, Food, Sushi Bars, Restaurants, Hawaiian, Poke",4.0
ym5FOqL6tGbgynzwKMHZuw,Crab Corner,"Sports Bars, Bars, Seafood, Nightlife, Restaurants",3.5
EBnR5M6upBcHfMK4063_Sw,Mob City Pizza,"Restaurants, Italian",3.5
CqxDQPhltNo6wkkCWww80Q,Moe's Meaty Messy Meals,"Burgers, American (New), Restaurants",3.0
BjoG1A78mIEl6on-HNSilw,The Triple Play,"Restaurants, Burgers, American (Traditional), Cheesesteaks",4.5
YO5DrWneHLevfnNnCzOcIg,Pho five Star,"Vietnamese, Restaurants",4.5
DNiL3RiD-mr29lx3Js3eBA,Pupuseria Cabanas,"Restaurants, Latin American, Salvadoran",3.0
j4F5LtyQ3_dKLJbIEkwFpQ,SkinnyFATS,"Breakfast & Brunch, Restaurants, American (New)",4.0
kJ_Rke1dt9zpbJp9lX6sXw,IHOP,"American (Traditional), Breakfast & Brunch, Restaurants, American (New), Burgers",2.5
CVRTly4ag_q5ua0R3iqrVw,Ku Noodle by José Andrés,"Asian Fusion, Taiwanese, Restaurants, Japanese, Ramen, Chinese",4.0
T70pMoTP008qYLsIvFCXdQ,Red Velvet Café,"Restaurants, American (New), Vegan, Food, Coffee & Tea",3.5
BndplCo6DSSIUSP5wOEF0w,LULU Hawaiian BBQ 2,"Seafood, Barbeque, Hawaiian, Restaurants",3.5
CWhCFNnV60zdQo4c1GBWOA,28GO The Restaurant,"Wine Bars, Nightlife, Asian Fusion, Bars, Restaurants",4.0
lvuuyYZ-CzFrg1BLdV2OPw,Libre Mexican Cantina,"Bars, Restaurants, Fast Food, Cocktail Bars, Mexican, Nightlife",4.0
mNb_kxgc922N4f64tqxxbg,Gridiron Grill,"Restaurants, Sandwiches, Burgers",4.0
UYh1N1xQhOh-a7nX92xPzQ,Brio Tuscan Grille,"Cocktail Bars, Tuscan, Pizza, Gluten-Free, Italian, Nightlife, Bars, Restaurants",4.0
Jx1q_S8-T4RXuhf7P_ZuIQ,The Waterhole,"Restaurants, Sushi Bars, Lounges, Nightlife, Bars",4.5
M30I1NPl5JuHthxo1IXPGg,Pho Saigon 8,"Restaurants, Nightlife, Bars, Karaoke, Vietnamese",3.5
u3nwislXMKKwkpHAXAArbQ,KJ Kitchen,"Restaurants, Chinese",3.5
98hNRWW4AC5IzEg4BP3f5Q,Sushi Bar Sage,"Japanese, Restaurants, Sushi Bars",3.5
HD4JDFoc_htq5VYESJT8gw,Wingstop,"Chicken Wings, Restaurants, American (Traditional), Fast Food",3.5
YJJeB-cVzLuyn1FfJxpS5g,Asia Palace,"Seafood, Restaurants, Chinese, Dim Sum",3.0
I5RoKagQjGYCWgY4_fK_rQ,Russo's Pizza Kitchen,"Restaurants, Pizza, Italian",4.0
QKw32mA440qR7iNQ_vQnyQ,Pei Wei Asian Diner,"Asian Fusion, Restaurants, Thai, Korean",2.5
b24sTA2JkHB4joNlNkBkfQ,San Gennaro Grill,"Italian, Sandwiches, American (New), Burgers, Restaurants",3.0
CCNp1qS8n2gh51X7Wadabw,Vince Neil's Tatuado Cantina,"Mexican, Restaurants",2.0
Fq6tvdwtKV7Kk3_33oONQQ,Chapala's Mexican Restaurant,"Restaurants, Mexican",3.0
GwKFPfQA5kYcVSnPBpjtzg,Garfield's Restaurant,"American (New), Restaurants",3.0
6JTxM3pZAaiauddFu88VpA,Café Casera,"Cafes, Restaurants, Mexican",4.5
IZivKqtHyz4-ts8KsnvMrA,Kung Fu Tea,"Juice Bars & Smoothies, Restaurants, Food, Bubble Tea, Coffee & Tea, Taiwanese",4.5
7gjYJ6leqm2IMJXNpKvIlw,Capriotti's Sandwich Shop,"Restaurants, Sandwiches",3.0
f-4N8MXGy_ifyGtfZrh6SQ,Popeyes Louisiana Kitchen,"Restaurants, Chicken Wings, Fast Food",3.5
MD5aTUMKi-Qk0-jr3xRgng,Villa Italian Kitchen,"Restaurants, Pizza",2.5
77KuSFMOXqRGqcV9NJjzDA,Dirty South,"Specialty Food, Soul Food, Ethnic Food, Food, Southern, Restaurants",2.0
mnU3iGsL55MCWXiWV3AcAQ,In-N-Out Burger,"Burgers, Fast Food, Restaurants",4.0
X6DR-xr0rQKnxl9jeZWFzw,Grand Café,"American (New), Breakfast & Brunch, Burgers, Restaurants, Cafes",3.0
5D3cAYturwbEqnj52b1Tmw,PT's,"American (New), Pizza, Breakfast & Brunch, Pubs, Bars, Sports Bars, Nightlife, Restaurants",3.0
KhXu_LqzbJHQIt8ohpN1_w,Ruse Vegan Kitchen,"Food Stands, Food, Farmers Market, Vegan, Vegetarian, Restaurants",5.0
5DH-yIBIvlpQopUk7HcTcg,Panera Bread,"Soup, Food, Restaurants, Salad, Sandwiches, Bakeries",3.0
XjsCGzq5P1pCiAHotA9HCw,Round Table Pizza,"Restaurants, Pizza",4.0
ZJ0gQp0fcnIDiZv0m9--Gg,Angara India Spice Grill,"Vegetarian, Indian, Restaurants, Middle Eastern",4.5
Ye4uQAkfHbh8w0cCXCCLjQ,Café Zupas,"Soup, Salad, Restaurants, Sandwiches, American (New)",3.5
tfg08x88Mr4nEr8_bVal7w,Restaurante Guadalajara,"Restaurants, Mexican, Vegetarian, Seafood",4.5
N6MzDoao6s68nAIW8vS9dQ,Biaggio's Pizzeria,"Italian, Restaurants, Food, Pizza, Specialty Food, Pasta Shops",4.5
LiXy4KBs7opABuCaHRqrhA,Forbes KTV Restaurant & Bar,"Restaurants, Bars, Chinese, Karaoke, Szechuan, Nightlife",3.5
kZ-ytO1SysT7mWchxwguZw,O My Rice,"Asian Fusion, Juice Bars & Smoothies, Restaurants, Food, Hawaiian",2.5
Ipkl7KtlqxCe8bMMkwHwPQ,50's Diner Omelet House,"Diners, Burgers, Restaurants, Comfort Food, Breakfast & Brunch, American (Traditional)",4.0
D6iaNp68eH0LFx5H1vWBCQ,Panda Express,"Chinese, Fast Food, Restaurants",3.0
PjhIQJf2dbdLxgnFrAUaNw,Chinita Mexican Bar & Grill,"Restaurants, Mexican",3.5
vGbsz1AWyVBiDe33sjCO1A,Caffè Bottega,"Coffee & Tea, Food, Beer, Wine & Spirits, Cafes, Restaurants, Desserts",4.0
